,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
0,0.8975683,0.0009093306384368622,0.8928996,0.00825823947582051
1,0.9069851,0.0026114510698077554,0.9011617,0.007518845670048025
2,0.9136785,0.001403479052212761,0.9079096,0.007752611252990835
3,0.9191233000000001,0.0009208806708797906,0.91213,0.0071454083718147186
4,0.9228642,0.0010968401706720845,0.9149616,0.006706011067691438
5,0.9264108999999999,0.001299476159842867,0.9177445000000001,0.006494181476521875
6,0.9304611999999999,0.0011490998912192225,0.9208304999999999,0.006556445229695733
7,0.9332919000000001,0.0012145817757565523,0.9228609999999999,0.006997531536191879
8,0.9363104,0.0010966128031351622,0.9247703999999999,0.006658755517362069
9,0.9392983000000001,0.0011572478602270132,0.9267467,0.005896659970695265
10,0.9414313999999999,0.0012022088171361968,0.9281460999999999,0.005730123601633739
11,0.9434991,0.0012769189050210023,0.9291893,0.00613665487134483
12,0.9454071000000001,0.0014203021826357824,0.9297804,0.006241085918331825
13,0.9470468000000001,0.0014323539227439675,0.9305494,0.0062235649944384856
14,0.9489481,0.0010420424607471687,0.9312657999999999,0.005895652852738197
15,0.9506241000000001,0.0011867739843794943,0.9319117,0.005750226361631346
16,0.9521352000000001,0.001791420989047519,0.9326587,0.005379531151503826
17,0.9530996,0.0019451645277456498,0.933071,0.005246122034417422
18,0.9548688999999999,0.0018529827549116685,0.9339881999999999,0.004913621878004051
19,0.9569325999999998,0.0020473483435898307,0.9354803,0.005744013353919013
20,0.9587923,0.0018039644148374943,0.9355132000000002,0.006269266317520757
21,0.9603467,0.001618875538761392,0.9364621,0.006494610326262852
22,0.9616976999999999,0.0014307403013824505,0.9372701999999998,0.00591900786956733
23,0.963249,0.001381618471214108,0.9380649999999999,0.005999503879488688
24,0.9646418000000001,0.0017625947804302763,0.9382683999999999,0.0058703187852109
25,0.9659797000000001,0.001814278371694926,0.9385416999999998,0.005709703390720043
26,0.9670807,0.0016479988501209575,0.9389243,0.005753517742216483
27,0.9683345000000001,0.0009669473874001543,0.9392997,0.005665692985857958
28,0.9693729999999998,0.0013543620638514589,0.9396169000000001,0.005666904806858853
29,0.9702674,0.0013022874644255935,0.9399035000000001,0.005668570741377408
30,0.9709713999999998,0.0011476377651506696,0.9401703999999999,0.005884350944666722
31,0.9716671,0.0012022016844107297,0.9405621,0.005623990192914623
32,0.9724932,0.0011507052446217362,0.940976,0.005663005244567592
33,0.973096,0.0013212506953640536,0.9410445,0.005830294593757677
34,0.9738823,0.001344549593730177,0.9415891000000001,0.005602762933589109
35,0.9746991999999999,0.0012076279890761079,0.9418416000000001,0.005169874683200755
36,0.9753076,0.0011526397702664858,0.9417009000000001,0.005273226212670939
37,0.9761762,0.0011107059736942314,0.9420452000000001,0.005312785310926846
38,0.9769892,0.000992638584782994,0.9420401999999999,0.005205747761849412
39,0.9775421999999999,0.0008307066630285322,0.9421982,0.005045720618504351
40,0.9784066999999999,0.000939100106484936,0.9424449000000001,0.004809285070569205
41,0.9789648,0.0009979249270361016,0.9426958000000001,0.004913237869267064
42,0.9795420000000001,0.0009950643195291394,0.9429551,0.005061776139854468
43,0.9801715,0.0010272741844318002,0.942876,0.005060898556580631
44,0.9808394000000001,0.0010341185812081757,0.9429740000000001,0.004923744753741817
45,0.9814103000000001,0.0010504302023456999,0.9432067999999999,0.004868394269161047
46,0.9818214,0.0011778045848102102,0.9433808000000001,0.004970431969155197
47,0.9822867000000001,0.0011464083085881906,0.9434909000000001,0.0050126312940410814
48,0.9827684999999999,0.0009594706092424072,0.9435453,0.00507701032203008
49,0.983138,0.0009260971871245494,0.9435930000000001,0.0052178704468394
50,0.9835999000000001,0.0009133303290704861,0.9436695,0.00529425045214145
51,0.9839640999999999,0.0008545254179952887,0.9436690000000001,0.005259905227283114
52,0.9844336,0.0009210178282747669,0.943674,0.005073460219613428
53,0.9848641,0.0008224821517820245,0.9435354,0.00495098715813322
54,0.9851049,0.0008306642462511447,0.9436574999999999,0.005254737752733248
55,0.985404,0.0007031780713304207,0.9438262999999999,0.0053938143840885225
56,0.9856254,0.0007292966748861638,0.9439534999999999,0.0052292644654865226
57,0.9859826000000002,0.0008215719323345827,0.9440028999999999,0.0052221418871953385
58,0.9864903999999999,0.0008728910814070662,0.9441293999999999,0.005560837224735151
59,0.9868408000000001,0.0007944860980533272,0.9445322999999999,0.005593468102170599
60,0.987233,0.0008271297358939613,0.9445304,0.0052515838601321
61,0.9874881,0.0008484930700954418,0.9446068000000001,0.005086964100522045
62,0.9878031,0.0008387909691931585,0.9446663999999998,0.0051589298153783695
63,0.9882389999999999,0.000822935598938333,0.9450478999999999,0.005072283538013243
64,0.9885727,0.0008158626171114684,0.9451444999999999,0.0050111325915405645
65,0.9888213,0.0008548902912070107,0.9450839999999999,0.004962061829522068
66,0.9890521000000001,0.0008243351806152794,0.9451474,0.004859381590284911
67,0.9893262,0.0006724620137970693,0.9451477,0.004974422741384176
68,0.9896272999999999,0.0006131777964016762,0.9452570999999999,0.004901983974882022
69,0.9898205000000001,0.0006752260732524952,0.9451920000000001,0.0048534792056833
70,0.9901095999999999,0.000677719883137552,0.9454781000000001,0.004683989847341689
71,0.9903131000000001,0.0006992107622169443,0.9453587999999999,0.0046885891651967165
72,0.9905787,0.0007151427899378029,0.9451503000000002,0.004640188079162319
73,0.9909046,0.0006604689546072755,0.9450852000000001,0.004828182738878063
74,0.9911856,0.0006719573200732416,0.9451672,0.0049456984703881695
75,0.9914094,0.000624799839948759,0.9451874,0.005093217768758762
76,0.9916070000000001,0.0006351454951426644,0.9451072,0.005286485085574329
77,0.9918774000000001,0.0006854482037324082,0.9448841000000001,0.005327761039123269
78,0.9920686999999999,0.0007407098014742264,0.9449726999999999,0.005260679652858558
79,0.9922281,0.0007105215619528958,0.9450921999999998,0.005165494609425136
80,0.9925347,0.0007559693181604459,0.9449715,0.005182493825370169
81,0.9927381000000001,0.0007540402442840577,0.9449010000000001,0.00525472507368369
82,0.9928963,0.0007723262328834858,0.9448607000000001,0.005291931500879419
83,0.9930575000000001,0.0007852755248955631,0.9448126000000002,0.005284407482395744
84,0.9932891000000001,0.0006773993578384869,0.9450058999999997,0.00539808703986883
85,0.9934934,0.0006478705426240841,0.9450345,0.005566597008047192
86,0.9936652,0.0006212527344004194,0.9451318999999998,0.005676040652602825
87,0.9938538999999998,0.0005708219424654119,0.9450628999999999,0.005765045541017002
88,0.9939934000000001,0.0005201048355860522,0.9450754,0.005715237251418328
89,0.9941423,0.00048353366997551535,0.9452093000000001,0.005558030137557735
90,0.9942837000000001,0.0004965799130049691,0.9452171999999999,0.005470391591102057
91,0.9944186000000002,0.0005063262189537559,0.9452477,0.00550439411833855
92,0.9945555,0.0004631525126780624,0.9453116000000001,0.005459786556267559
93,0.9946987,0.0004129576370525181,0.9451711999999999,0.005465988580302729
94,0.9948248999999999,0.00043047147408394867,0.9452868000000001,0.005555255040049925
95,0.9949906000000001,0.0004088824280890671,0.9453395,0.005534619521701544
96,0.9951497999999999,0.00036055978699793203,0.9452883999999999,0.005524855748343125
97,0.9952582,0.0003769811135852703,0.945383,0.005421865453882086
98,0.9953217999999999,0.00038424544239326586,0.9453853999999999,0.005333460718895388
99,0.9954503000000001,0.00040280045928473663,0.9454881,0.0052865270915791185
100,0.9955415000000001,0.0003977105102961115,0.9455107,0.005295445685681253
101,0.9956275,0.00042593315203210276,0.9454943,0.00527605680503915
102,0.9957215000000001,0.00046151386761395197,0.9454841,0.005266882483025417
103,0.9958197999999999,0.00044687130138329126,0.9454613999999999,0.005201381608765119
104,0.995912,0.0004662593698790525,0.9454873000000001,0.005241487785924896
105,0.9959982999999999,0.000487133462205159,0.9452831000000002,0.0053228169318510436
106,0.9961038,0.0004738208100115464,0.9452807000000002,0.005228295746225544
107,0.9961798999999999,0.0005060404035252378,0.9454448000000001,0.00515459078492174
108,0.996304,0.000489319323141866,0.9453844,0.005227075534177786
109,0.9964232999999998,0.0004322610438149685,0.945365,0.005140600782009816
110,0.9965157,0.0004027138065673824,0.9453167,0.005193855563066807
111,0.9966357,0.00037963826203374384,0.9452597999999999,0.00511691987039079
112,0.9967274000000002,0.0003610474207081241,0.9452204999999999,0.005111689901588326
113,0.9968042,0.0003602209877283667,0.9452332999999999,0.005057540233156811
114,0.9969167999999999,0.0003202785662513217,0.945332,0.005047772379971191
115,0.9970146,0.0003101110123810558,0.9453507999999999,0.0050228422392107844
116,0.9971015999999999,0.0003156276920677127,0.9453713,0.004899898530582042
117,0.9971789,0.00030340186222236953,0.9454694000000001,0.004979162584210314
118,0.9972475000000001,0.00030054924721249684,0.9454319,0.005014041392928459
119,0.9973103,0.0002876626670251174,0.9454285,0.0049883882216603895
120,0.9974067,0.0002699918702479787,0.9455174999999999,0.004956583283876108
121,0.9974712,0.0002522981569492907,0.9455558,0.00491082326702968
122,0.9975189,0.0002335146462215837,0.9455636999999999,0.004972172081696277
123,0.9975759999999999,0.00023827043459060464,0.9455522000000001,0.0049351109977385475
124,0.9976301,0.0002317910481446698,0.94557,0.004810593040364143
125,0.9976781000000001,0.00021183835818849688,0.9453967000000001,0.004711066844144745
126,0.9977208000000001,0.0002125035529114513,0.9453606999999999,0.004724573272794067
127,0.9977795,0.00021662744516795735,0.9453349,0.004635759753265921
128,0.9978222000000001,0.00021224363359121723,0.9453167,0.0046565727321711565
129,0.9978701000000001,0.00019255568025896669,0.9452988000000001,0.004538551680877932
130,0.9979167,0.0001911889379645343,0.9452748,0.004493504730163285
131,0.9979889999999999,0.00021200000000000271,0.9452819,0.00454416932893129
132,0.9980461999999999,0.00020437015437682702,0.945314,0.004556257411516603
133,0.9980802000000001,0.00020226012953619035,0.9453379999999999,0.004505866198634856
134,0.9981247,0.0002093838819011639,0.9453545999999999,0.004609515987606507
135,0.9981731999999999,0.00020321948725455057,0.9454274999999999,0.0045330842976940185
136,0.9982131000000001,0.00020135414075702994,0.9453345000000001,0.004616254179526953
137,0.9982551999999998,0.00022847660711768406,0.9453226000000001,0.004651102626259715
138,0.9983293,0.0002349812971281018,0.9453102,0.0047003266226933686
139,0.9983882000000002,0.00020753255166360577,0.9452386,0.0046270206223875876
140,0.9984534,0.0001900885057019372,0.9451809000000001,0.004667327746151971
141,0.9984905000000002,0.00017542077984092661,0.9450765000000001,0.004792955940753044
142,0.9985143000000001,0.00017834127396650965,0.9450763,0.004847653495249022
143,0.9985355,0.00017582164258134487,0.9450471,0.004920457609816387
144,0.9985818999999999,0.00015029401185675124,0.9450630000000002,0.004967223510171456
145,0.9986205,0.00013809724834332402,0.9450968,0.004921777500050165
146,0.9986414,0.00014107600788226452,0.9450999,0.004892691640600274
147,0.9986716,0.00014923283820930292,0.9450197000000001,0.004899906163387195
148,0.9987026,0.00014386813406727303,0.9450065999999999,0.004881480865475162
149,0.9987364,0.00013742576177703847,0.9449571000000001,0.004880004025613082
150,0.9987562999999998,0.00014252301568520615,0.9449253000000001,0.00481994004215821
151,0.9987831999999999,0.00013995342082277483,0.9448532000000001,0.004835559363713781
152,0.9988353,0.00013584627341226563,0.9448987000000001,0.004914135469235661
153,0.9988526,0.00013537370497996467,0.9448182999999999,0.004906124642729735
154,0.9988902,0.00015323171995382338,0.9448045,0.0048887852530050905
155,0.9989089,0.00015440689751431048,0.9448279999999999,0.004924838048098638
156,0.9989481999999998,0.00014795323585513337,0.9447971999999998,0.004970516548609423
157,0.9989597,0.00014922402621561358,0.9448557000000001,0.004922741249547871
158,0.9989805,0.0001530302257725634,0.9448072,0.004969952510839512
159,0.9990041000000002,0.00013828698420315436,0.9448001000000001,0.0048386430215505575
160,0.9990283,0.00013314582231523076,0.9446996999999999,0.0048241525483757024
161,0.9990444,0.00012764340954393892,0.9447582999999999,0.004869347370028145
162,0.9990705,0.00011337393880428874,0.9447562000000002,0.004845498855639123
163,0.9991028999999999,0.0001047630182841208,0.9446452000000001,0.0047826402289948495
164,0.9991289999999999,9.980280557178538e-05,0.9446848000000001,0.004791096321302664
165,0.9991479999999999,9.388929651456527e-05,0.9445583,0.004918087678152953
166,0.9991705,9.445025145545848e-05,0.9445547999999999,0.004982707432711662
167,0.9992094,8.918654607057825e-05,0.9445460999999999,0.004964795815539645
168,0.9992253000000002,8.510470022272522e-05,0.9444624000000001,0.004884167056929982
169,0.9992477,7.82304927761519e-05,0.9445055,0.0049755744442224956
170,0.9992631,7.699149303655458e-05,0.9445376999999999,0.004979066359268585
171,0.9992732999999999,7.470080320853222e-05,0.9445485999999998,0.004967591754562762
172,0.9992895,6.727295147382132e-05,0.9445492,0.004932267304191837
173,0.9993178,6.88168583996758e-05,0.9445586,0.004934536537507856
174,0.9993438000000001,5.870400327064469e-05,0.9446017000000001,0.004897192870410555
175,0.9993650000000001,6.362860991723652e-05,0.9445686999999999,0.00487483608032106
176,0.9993844,5.7889895491358184e-05,0.9445067,0.004923041113986348
177,0.9993935,5.845553865972515e-05,0.9445029,0.004986979796429894
178,0.9994044000000001,6.0214948310197604e-05,0.9445147,0.0050526042008057605
179,0.9994168,6.466343634543869e-05,0.9445373000000001,0.0050068392834202455
180,0.9994415999999999,5.937036297680565e-05,0.944426,0.004944190550535047
181,0.9994512999999999,5.8930552347667394e-05,0.9443396,0.005002232165743602
182,0.9994723000000001,6.255405662305326e-05,0.9442988,0.00500974575802009
183,0.9994943999999999,5.8527258606567927e-05,0.9442788,0.004971324869690168
184,0.999508,5.183820984562708e-05,0.9442966,0.004969493901797265
185,0.9995184,4.989829656411646e-05,0.9442974,0.004926988617807027
186,0.9995307,5.001209853624558e-05,0.9443018999999999,0.004749324950979872
187,0.9995468000000001,4.6168820647704735e-05,0.944285,0.004761954304694661
188,0.9995649999999999,5.1882559690126014e-05,0.9442572,0.00483661943510135
189,0.9995716,5.245035748211043e-05,0.9442214999999999,0.004789863656723431
190,0.9995819000000001,5.196816333100795e-05,0.9442378,0.0047952660781233085
191,0.9995887,5.082528898099024e-05,0.9442081,0.0048327063732446895
192,0.9995936000000001,5.242365878113429e-05,0.9442317000000001,0.004891137455643605
193,0.9996064999999998,5.215218116244252e-05,0.9442467000000001,0.004862413537534628
194,0.9996135,5.336899849162625e-05,0.9441871000000001,0.0047523972361325295
195,0.9996249,5.885142309238632e-05,0.9442663000000001,0.004766387647894362
196,0.9996395999999999,5.938552012064623e-05,0.9442828000000001,0.004741267843098497
197,0.9996511000000001,5.9683247230685486e-05,0.9442463,0.004772298021917751
198,0.9996611999999999,5.46805266982661e-05,0.9442119999999999,0.004845536729816413
199,0.9996708,5.041388697571534e-05,0.9442398999999998,0.004786052286592776
200,0.9996771000000001,5.169999999999579e-05,0.9441811,0.004828341712223753
201,0.9996888,5.0938786793552747e-05,0.9442501,0.004768114102032376
202,0.9996940999999999,5.124929267805786e-05,0.9442082,0.004769170091326151
203,0.9997014,5.173045524640693e-05,0.9442146999999999,0.00473528884124296
204,0.9997098000000001,5.053276165023223e-05,0.9442627,0.004741105779246023
205,0.9997194,5.337639927910074e-05,0.9441946999999999,0.004711960633324517
206,0.9997264999999999,5.32151294276581e-05,0.9442127999999999,0.0046560833497694045
207,0.9997301999999999,5.393106711351069e-05,0.9442177,0.004648536179271937
208,0.9997379000000001,5.6434829671056265e-05,0.9441835,0.0046448387108703575
209,0.9997442999999999,5.6256644052061145e-05,0.9441228,0.004585992887042024
210,0.9997564999999999,5.879158102993376e-05,0.9440997,0.004690857577245327
211,0.9997648,5.8797618999403173e-05,0.9441352000000002,0.0047323568504498825
212,0.9997718000000001,6.117810065699983e-05,0.9441146999999999,0.0048040441515456375
213,0.9997744,6.12408360491601e-05,0.9441551,0.004871334733930728
214,0.9997828999999999,6.389749603856655e-05,0.9441585,0.004858573108434211
215,0.9997898999999999,6.15019511885536e-05,0.9441881999999998,0.004861312246708717
216,0.9997979000000001,6.176155762283354e-05,0.9442284999999998,0.004861473341488157
217,0.9998040999999999,5.599723207443441e-05,0.9442231,0.004853825593282077
218,0.9998087,5.6196174247006115e-05,0.944218,0.004886248172166456
219,0.9998176999999998,4.9230173674265915e-05,0.9442691999999999,0.0048341367336888486
220,0.9998212000000001,5.038213969255886e-05,0.9442071999999999,0.004855390484811726
221,0.9998279,4.759296166452587e-05,0.9441497,0.004804267041911801
222,0.9998324000000001,4.615452307195229e-05,0.9440576,0.004861680248638317
223,0.9998379,4.3327704762667964e-05,0.9440343999999999,0.004939954254848926
224,0.999843,4.07234576135176e-05,0.9439630999999998,0.004978840074756379
225,0.9998468,3.879639158477978e-05,0.9439489999999999,0.004974523253538962
226,0.9998543000000002,3.550225344959684e-05,0.9439605999999999,0.004957255071105374
227,0.9998584999999999,3.660122948753705e-05,0.9439578999999998,0.004868299075652612
228,0.9998625000000001,3.473110997362444e-05,0.9440229,0.004949433067534097
229,0.9998665000000001,3.2888447819854645e-05,0.9439509000000001,0.0050043725370919456
230,0.9998701999999999,3.04065782356459e-05,0.9440148,0.0049948382916767346
231,0.9998750000000001,3.0219199195224748e-05,0.9439773,0.0049496370584114465
232,0.9998792999999999,2.9769279467276973e-05,0.9438692,0.004969934100166711
233,0.9998809999999999,2.9883105594982707e-05,0.9437861,0.00497516255915321
234,0.9998851,2.719724250726255e-05,0.9437814999999998,0.004983949944572078
235,0.9998894,2.6982216365582027e-05,0.9436978,0.004964268119269932
236,0.999892,2.6593232221739645e-05,0.9436496999999999,0.004914157121012713
237,0.9998943,2.6724707669114437e-05,0.9436247,0.004932002778790787
238,0.9998979,2.7027578507888946e-05,0.9436,0.004933649703819662
239,0.9999027999999999,2.8294169010595216e-05,0.9436523999999998,0.004910976302121601
240,0.9999045000000001,2.854557759095093e-05,0.9436464000000001,0.0048996149277264695
241,0.9999078000000001,2.8134676113299914e-05,0.9436409000000001,0.004837082353030603
242,0.9999092999999999,2.7982315844121006e-05,0.9436406999999999,0.004844102766250946
243,0.9999117999999999,2.797069895444841e-05,0.9436294000000001,0.0047994560775154555
244,0.9999149,2.6549764594068586e-05,0.9436426000000001,0.004788524724797809
245,0.9999155,2.7529075538419534e-05,0.9436243000000001,0.00489119856579143
246,0.9999183,2.8089321814527864e-05,0.9436302,0.004895885819747027
247,0.9999205,2.6934179029642263e-05,0.9435687999999999,0.004801093725392178
248,0.9999230999999998,2.7127292529844027e-05,0.9436017,0.004783756349355588
249,0.9999250999999999,2.5641567814778348e-05,0.9435852999999998,0.004787910067033413
250,0.9999267,2.566729436462301e-05,0.9435640999999999,0.004813225663731145
251,0.9999304999999998,2.479616905894337e-05,0.9436000999999999,0.004798697395127148
252,0.9999326,2.457315608546221e-05,0.9435974,0.004764427566875175
253,0.9999344000000001,2.3954957733209723e-05,0.9435604,0.004723072627008831
254,0.9999372,2.383191137950013e-05,0.9434503,0.004683211377890182
255,0.9999399999999999,2.4223955085835928e-05,0.9435091,0.004550542614897708
256,0.9999418,2.331866205424306e-05,0.9435269000000002,0.004485114033109957
257,0.9999438000000002,2.3059921942608245e-05,0.9435149,0.004524781021220809
258,0.9999454,2.3290341345715808e-05,0.9435536999999998,0.004534931577212604
259,0.9999461000000001,2.3244139046212298e-05,0.9435807,0.004533421071332332
260,0.9999475999999999,2.3593219364893684e-05,0.943623,0.004560616888097472
261,0.9999490999999999,2.398937264705931e-05,0.9435407000000001,0.00450401074710085
262,0.9999504000000001,2.4175193897868286e-05,0.9434723000000002,0.0045079067880780315
